year,author,title,link,shl_has_link,shl_link
2000,"Rynhold, Daniel",Justifying one's practices: Two models of Jewish philosophy.,http://etheses.lse.ac.uk/1522/,True,http://catalogue.libraries.london.ac.uk/record=b1869573~S24
2000,"Santin Quiroz, Osvaldo Antonio","Political economy of Mexico's financial reform, 1988-1994.",http://etheses.lse.ac.uk/2874/,True,
2000,"Schellekens, Philip","Making monetary policy: Caution, conservatism and the public supply of liquidity.",http://etheses.lse.ac.uk/1583/,True,http://catalogue.libraries.london.ac.uk/record=b1876348~S24
2000,"Seckinelgin, M. Hakan",The Law of the Sea and the South Pacific: An ecological critique of the philosophical basis of international relations.,http://etheses.lse.ac.uk/2285/,True,
2000,"Sesil, James Charles",Decentralized decision-making and group incentives in British manufacturing establishments 1992-1995 and a British retail firm 1998: Recent econometric and case study evidence.,http://etheses.lse.ac.uk/1567/,True,http://catalogue.libraries.london.ac.uk/record=b1903604~S24
2000,"Sheriff, Mohamed Abdul",The value of information in organisations: A study of information use situations as contexts of value.,http://etheses.lse.ac.uk/1577/,True,
2000,"Snyder, J. Lauren",A critical theory of peace practice: Discourse ethics and facilitated conflict resolution.,http://etheses.lse.ac.uk/1575/,True,
2000,"Totoricaguena, Gloria Pilar","Comparing the Basque diaspora: Ethnonationalism, transnationalism and identity maintenance in Argentina, Australia, Belgium, Peru, the United States of America, and Uruguay.",http://etheses.lse.ac.uk/1592/,True,http://catalogue.libraries.london.ac.uk/record=b1897435~S24
2000,"Vandersluis, Sarah Blythe Owen","Ethics, free trade, and culture: The case of Canada-U.S. free trade in periodicals.",http://etheses.lse.ac.uk/2641/,True,http://catalogue.libraries.london.ac.uk/record=b1908971~S24
2000,"Verme, Paolo","Transition, recession and labour supply in Kazakhstan (1990-1996).",http://etheses.lse.ac.uk/1532/,True,http://catalogue.libraries.london.ac.uk/record=b1870423~S24
2000,"Visser, Gustav Etienne",Spatialities of social justice: Reflections on South African cities.,http://etheses.lse.ac.uk/1557/,True,http://catalogue.libraries.london.ac.uk/record=b1903848~S24
2000,"Walker, John Geoffrey",Labour market and rising living standards in 1950s western Europe: The case of the Netherlands.,http://etheses.lse.ac.uk/1601/,True,
2000,"Wolff, Stefan","Managing disputed territories, external minorities and the stability of conflict settlements: A comparative analysis of six cases.",http://etheses.lse.ac.uk/1515/,True,http://catalogue.libraries.london.ac.uk/record=b1868686~S24
2000,"Yahaya, Lateef Folarin",Information infrastructure development in Sub-Saharan Africa.,http://etheses.lse.ac.uk/2246/,True,http://catalogue.libraries.london.ac.uk/record=b1914518~S24
2000,"Yen, Yueh-ping",The sky rained with millet and the ghosts wailed in the night: An anthropological study of Chinese calligraphy.,http://etheses.lse.ac.uk/1527/,True,http://catalogue.libraries.london.ac.uk/record=b1871021~S24
